nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pBdmild,pBdmoderate,pBdover,pBpmild,pBpmoderate,pBpover,pBtmild,pBtmoderate,pBtover,pR,pT,rho,sageA15,sigma,theta,zeta
15,081b0c62af237e89f1dc666157cae501,0.15650169,0.593045649,0.449888759,0.138508894,0.650425064,0.366812225,0.081582647,0.154959724,0.008005821,0.586156937,0.04181996,0.546565847,2.132161789,0.922665353,1.33082155,1.860216422,0.259674407,1.380676275,2.249233108,1.317006542,0.825810523,0.000643909,0.017772754,0.76925413,0.000246616,0.101425929,1.078327675
15,1ef5b89b791c4cccf16c77ce371c7b7c,0.143770701,0.689247642,0.447369799,0.219863686,0.633370949,0.353840126,0.066346091,0.162687203,0.0075345,0.540727479,0.041969802,0.458737822,2.25221261,0.515727997,1.351334281,1.866013853,0.250529644,1.521100101,2.230891721,1.323978034,0.820481228,0.000663286,0.016008153,0.837314446,0.000332338,0.101110284,0.885093708
15,9205ae44b61e166f078ab46fbd4fed16,0.132967849,0.64877562,0.498297296,0.258205215,0.585031549,0.358680868,0.068871316,0.163165671,0.006935755,0.533130719,0.044649634,0.431056074,2.361174878,0.40830027,1.344305338,1.871155273,0.25906639,1.591555534,2.204298655,1.033912461,0.828279018,0.000611891,0.01688865,0.807833737,0.000418975,0.103700843,0.91194269
15,e9b500f455d574976677c00afce86fef,0.156742788,0.6802379,0.320239263,0.084302203,0.678710793,0.352886279,0.076766878,0.138096492,0.008777443,0.948664354,0.038480132,0.637639188,2.66483522,0.762082979,1.352647883,1.880842163,0.257739564,1.399614977,2.218785281,1.101666689,0.837826249,0.000662219,0.017964402,0.920968052,0.000344101,0.107008208,1.150773923
15,22b6e3237707baae2388604fb1152631,0.155817189,0.579962574,0.451256756,0.098459152,0.680484844,0.340466079,0.0888907,0.14830507,0.007641333,0.502991573,0.044941989,0.484009953,2.047098901,0.53377778,1.321564587,1.866621392,0.268594313,1.505311145,2.166424662,0.939777435,0.814768445,0.000646921,0.014377679,0.801483776,0.000384531,0.104740925,0.867182925
15,e93e90551ce37cbc05c0d456fe3e8e1e,0.147098593,0.693093792,0.410794738,0.203145526,0.622867678,0.347543946,0.067279215,0.162688463,0.007448498,0.594026276,0.041112023,0.487533765,2.372776759,0.592655155,1.353898146,1.865448353,0.248020325,1.478751982,2.251152961,1.424854478,0.82375253,0.000677885,0.015414077,0.841676923,0.000311756,0.100416564,0.800860328
15,25ba831b01029ae392854e7c7f3c7f5c,0.170718897,0.837869861,0.356722897,0.36001367,0.684849701,0.615361709,0.079896706,0.174642383,0.012058345,0.577997969,0.041566485,1.141630262,2.6468915,2.518244065,1.391532292,1.754651277,0.225994652,1.301422264,1.678593697,1.188421615,0.848571623,0.000670748,0.034479386,0.901508121,0.001057738,0.079832955,0.974238575
15,1abcbd72aa8c921cbc18af10ffc9804e,0.142145321,0.656753379,0.433784126,0.209787637,0.682910832,0.34825855,0.064879761,0.158550637,0.008318221,0.49445734,0.042209774,0.613093898,2.126819376,0.703019936,1.343035353,1.856388352,0.257886723,1.460626882,2.182180102,1.3140801,0.812748415,0.000585426,0.020640808,0.902970052,0.000281034,0.103422795,0.882439893
15,933f7295aae950468267d15d7c4ec27a,0.157610763,0.639245737,0.529766501,0.118209316,0.681818124,0.295284908,0.076172658,0.165890763,0.007319301,0.317109984,0.04259836,0.482993744,1.997272405,0.889114941,1.332189062,1.852962079,0.258329789,1.477436852,2.168035623,1.307918701,0.801799127,0.00069902,0.01428725,0.76599913,0.000199355,0.098867948,0.991343729
15,3a757eb0e87c47e9abed13ec61894140,0.147772847,0.626821645,0.362633075,0.230779115,0.639351291,0.369944807,0.07442674,0.146801699,0.007536385,0.717244182,0.043166447,0.570649527,2.340513885,0.414627543,1.328986026,1.875968088,0.257274913,1.453812461,2.223866253,1.171397188,0.832999124,0.000652694,0.015358427,0.834116314,0.000393556,0.105396891,1.001944478
15,bb88e07a40326729cd09497e6cba422e,0.157965595,0.70423786,0.373343776,0.269570352,0.816926084,0.358527056,0.063041608,0.149545739,0.009144695,0.733104304,0.039742877,0.800520977,2.123646763,0.523710991,1.341612704,1.873026885,0.252557553,1.381973601,2.163939417,1.533905585,0.815619593,0.000690206,0.015513061,0.925846456,0.00024902,0.106183952,1.064524149
15,dd9cdc405b8ec37f4f9438585bbc5ca1,0.144713155,0.673930185,0.395434227,0.188075433,0.605241723,0.37616171,0.070714762,0.164932408,0.00738568,0.652431794,0.040902728,0.457394284,2.324752939,0.610356894,1.356056029,1.863087784,0.245475484,1.434925498,2.272662934,1.460927731,0.828808972,0.000658961,0.017434405,0.856382461,0.000312996,0.099602561,0.857797301
15,5b2d27b8428324472b4ce5ad24005dee,0.150945298,0.601387696,0.330090686,0.048997677,0.694720118,0.507223468,0.072014339,0.133481578,0.010145842,0.901943402,0.03841209,0.564313974,2.005319418,0.5361029,1.358440648,1.876735139,0.259018654,1.223414738,2.233808049,1.433865265,0.846065235,0.000534093,0.029453795,0.965277278,0.000180861,0.106034856,0.967832471
15,147dc31e72e2679445e70f2114118198,0.16108131,0.651632686,0.395480582,0.24317978,0.695972173,0.300169961,0.074759238,0.143492299,0.009696227,0.346396941,0.04221127,0.498503457,2.069705279,0.978595302,1.329644406,1.846405417,0.253987612,1.434293477,2.269169984,1.357852598,0.80233682,0.00065443,0.017352451,0.850050941,0.000302488,0.099569886,0.903432309
15,7c567b76e191b60a97d74dd98d4459fa,0.138853293,0.656630351,0.410014238,0.330216421,0.663780918,0.387092934,0.063178178,0.144323115,0.009237711,0.666785924,0.042159205,0.472288398,2.412695697,0.569956079,1.351472538,1.856755828,0.245039946,1.481271521,2.270660749,1.383797355,0.827153055,0.000672648,0.01611406,0.90003175,0.000346625,0.102263906,1.13461777
15,6c6a3c2ebfac798819a2c32ce2bbeb41,0.146409569,0.699620976,0.529445067,0.026083803,0.680397678,0.272399267,0.075100449,0.163752836,0.006577199,0.325293404,0.044589331,0.435952713,2.054369486,0.450276847,1.340956352,1.860670561,0.270418599,1.674030662,2.057161022,0.791765925,0.800363832,0.000645721,0.016886664,0.84355854,0.000363029,0.105524298,0.956492751
15,4a70f5a56312389c273ca5898d021eea,0.145541948,0.599465098,0.423560288,0.2236765,0.575556613,0.429237707,0.073731323,0.150694585,0.007996513,0.687601096,0.042056871,0.385464661,2.412066869,0.619081057,1.350228876,1.862760019,0.246623453,1.412380316,2.293403043,1.42508222,0.83805265,0.000655642,0.014781022,0.834154827,0.000317709,0.099582828,0.835180795
15,4b3ac9b5515b802828c86e6b9e6a23ba,0.153338368,0.725278106,0.427588567,0.110905288,0.679682636,0.301122241,0.069085265,0.174053312,0.007031409,0.496751702,0.039921138,0.626630524,2.124113467,0.815981815,1.35110396,1.865493278,0.257480701,1.457711894,2.189836101,1.374983134,0.813190957,0.000631661,0.020436777,0.825846963,0.000240819,0.102060933,0.88421903
15,f1385c48e7e4c94dbeec166ae9d34038,0.147768892,0.733344903,0.422492316,0.160080924,0.649239947,0.323409496,0.065788714,0.170001945,0.007015583,0.533397873,0.040246012,0.557366492,2.275412904,0.69180141,1.357285027,1.866237936,0.251885624,1.494506935,2.207792528,1.38905915,0.819756286,0.000666441,0.018613775,0.837828143,0.000284826,0.101785737,0.920514393
15,2e6182b7bb3c6fdb2ab8c278f2663b42,0.136127474,0.762606755,0.34740712,0.271377107,0.615748176,0.400755448,0.054683969,0.165685112,0.007257457,0.885963017,0.039155658,0.513503251,2.705580896,0.291604522,1.377520277,1.868401452,0.235670313,1.471027277,2.231090272,1.533791271,0.839603708,0.000731253,0.014254627,0.953443563,0.000382254,0.102248474,1.106924196
15,100fa0ed6deb6bc7d025a28d47e1a38d,0.155421918,0.700389559,0.346685099,0.126343589,0.627148763,0.387970172,0.068022607,0.169818402,0.008147955,0.720722733,0.037095921,0.550592772,2.128620098,0.736304756,1.366305559,1.881526845,0.249800325,1.269111957,2.25929159,1.616545329,0.833607989,0.000625561,0.023631641,0.869592926,0.000195769,0.099056701,0.902160258
15,71a85c64aca2566ccbfe5485b45b888e,0.159909359,0.670879384,0.379937275,0.1422576,0.689218339,0.375385259,0.070957057,0.162683059,0.008245011,0.80867173,0.03691684,0.915642953,2.41358321,1.177485643,1.344517225,1.883948399,0.258973172,1.265450707,2.2769942,1.610445207,0.840890631,0.000620623,0.021085067,0.818387415,0.000147245,0.10475632,0.795698467
15,cb87ebcab86c8b767f56d4bcc0c7c756,0.146727741,0.662089618,0.31769552,0.129049234,0.628888018,0.374638827,0.079177896,0.149688087,0.007858148,0.846264601,0.040701097,0.661200716,2.448231591,0.616358047,1.346022763,1.883435783,0.262283897,1.436741421,2.252117814,1.081363113,0.839901076,0.000558517,0.021272377,0.879866212,0.000426535,0.107871573,0.842357739
15,dc6f19ec4dd01cdc9e45dc124507c7af,0.155429144,0.617423315,0.432248561,0.129096229,0.680915299,0.340524955,0.08393477,0.154772333,0.00750436,0.567145694,0.043455719,0.555035704,2.117565572,0.578689094,1.328195011,1.87027442,0.265128072,1.473595452,2.177967333,1.068306444,0.81848571,0.000655093,0.01524626,0.809106258,0.000365771,0.104566919,0.90581966
15,f89f2b31a306b97184aadb1bceaeb59b,0.137649848,0.616994831,0.718845909,0.392877811,0.373810622,0.822766962,0.127443111,0.157464501,0.007682767,1.515087391,0.045314918,1.001520468,2.080730493,0.543012282,1.520243377,1.616239741,0.273442387,1.568091637,1.464298494,1.078121503,0.65140232,0.000454672,0.045429833,0.693227452,0.000608835,0.080403929,0.943099739
15,c10ead2423c9cab6771f82cb732442da,0.148179893,0.681326461,0.401948953,0.18907703,0.624919558,0.37526338,0.066700973,0.164726139,0.007523384,0.62460552,0.040707974,0.469646011,2.320387738,0.543793787,1.358758517,1.868009036,0.248633202,1.441661851,2.257563021,1.459607483,0.828170396,0.00066029,0.016497796,0.862648204,0.000300282,0.100006609,0.769773575
15,4db107c8c8d55f3a24bd86125437e9e1,0.145658465,0.62736043,0.414235952,0.210493556,0.590046993,0.40831648,0.071366083,0.156272435,0.007848997,0.650935065,0.041647033,0.420642486,2.373334686,0.593436769,1.353039643,1.8629534,0.247693156,1.425683472,2.280101183,1.423944449,0.834868072,0.000670638,0.015809134,0.84846293,0.000313584,0.099777605,0.811256671
15,72156e8034f0b471217347c7df7bdcbb,0.145240471,0.669491907,0.482829633,0.223247416,0.612252458,0.367280643,0.069972362,0.161608526,0.007488323,0.560964988,0.042494768,0.415730563,2.325638841,0.466370707,1.351506829,1.872190223,0.253074184,1.528347164,2.230062583,1.239284717,0.827433718,0.000683834,0.014652198,0.807289271,0.000356756,0.101562486,0.857518439
15,8efcf0efaf8f374d095d4c3104deb543,0.156829556,0.692674535,0.404767782,0.232716607,0.790066152,0.377368112,0.063905018,0.150406286,0.009158675,0.704122392,0.039888465,0.943889043,2.133305674,0.753007751,1.334064004,1.886407594,0.26685807,1.405880307,2.204535024,1.407321055,0.828495899,0.000584875,0.02149739,0.860008392,0.000251273,0.109914305,0.828981432
15,518d69fb85db3bd1aff175aadd3172a1,0.160134007,0.673240525,0.192226983,0.040298041,0.734905052,0.34774738,0.079882384,0.146591563,0.008633175,0.948888839,0.036260465,0.96856075,2.408155116,1.285732097,1.341373756,1.865183812,0.253940476,1.219892106,2.286566302,1.563670802,0.82834515,0.000594102,0.023107217,0.94198448,0.000230823,0.106363523,1.017036747
15,612a59415ab8d40862328e18301905a5,0.148070139,0.652533821,0.432224296,0.244363328,0.730779477,0.398935656,0.059726599,0.162272105,0.008958652,0.700323556,0.040363696,0.721171641,2.111231293,0.556280789,1.348616011,1.869636451,0.257380176,1.338589175,2.146835382,1.486658219,0.824437588,0.000633517,0.020249387,0.93800327,0.000202515,0.10423024,0.992137144
15,c9c38bb854facd043ac24dfeacf489fb,0.141783978,0.637947412,0.392907535,0.255389732,0.68593959,0.388626164,0.062769472,0.146267726,0.009593233,0.612946415,0.042059294,0.549045736,2.046674311,0.49668256,1.346398625,1.866177688,0.2581733,1.401081631,2.191274304,1.270324184,0.821182325,0.000563442,0.024051393,0.95624037,0.000274646,0.104131201,0.969231856
15,73b84968dbc158f944f9abffd6f2be21,0.151823206,0.716087483,0.463630723,0.092544045,0.75164188,0.302864123,0.070143783,0.168104613,0.007001381,0.339266589,0.042185514,0.452931,1.858476849,0.781046004,1.345014166,1.835093223,0.247049526,1.517896525,2.155482457,1.480771143,0.789738958,0.00076512,0.013886562,0.837362995,0.000199075,0.098191144,1.383195679
15,87acc780ee3aac8a13fe6faed2a7879f,0.147361301,0.69081347,0.410074921,0.206501585,0.631572798,0.346524552,0.067009229,0.163859533,0.007533047,0.596706527,0.041141267,0.478868383,2.330457074,0.566686119,1.354295762,1.86244179,0.248567098,1.481229657,2.246154669,1.415113659,0.8245315,0.000679821,0.015798798,0.842718411,0.000308717,0.100575893,0.908018562
15,b59043fc0885e7910aa8032dad425ebc,0.150071811,0.709261743,0.371692469,0.19778717,0.55607209,0.271501625,0.066138686,0.157632024,0.00774921,0.417825933,0.041712623,0.335303495,2.412343723,0.657331807,1.350665612,1.857050857,0.249702186,1.504468531,2.205342677,1.181756002,0.812092596,0.00066954,0.016703168,0.900958282,0.000377197,0.097996009,0.799216969
15,4fd93accc380ad3ea347dca947d2c212,0.13917941,0.665878434,0.428029106,0.17491292,0.554234459,0.408042307,0.066827805,0.167065019,0.007126689,0.618370807,0.041561311,0.303507714,2.326505595,0.429874329,1.365186621,1.8616322,0.246954984,1.452169003,2.23456337,1.347955195,0.830867147,0.000619969,0.01877367,0.877471211,0.0003487,0.098154264,0.777671913
15,3e582ef29df92dd0885053d30ba05d01,0.142254425,0.681393476,0.516794757,0.168625671,0.59787692,0.342595348,0.070715652,0.169234413,0.006891511,0.36888131,0.044245737,0.256446788,2.108938928,0.339554402,1.352703485,1.862496125,0.255867499,1.603877905,2.171929334,1.093901025,0.813367667,0.000668245,0.016460008,0.81290933,0.000390617,0.099659583,0.865050986
15,4840c8952edcbbf273571e4e0ff3d22d,0.162329036,0.689393232,0.330769472,0.294180531,0.707759271,0.342328995,0.065287923,0.149522878,0.010190562,0.676276464,0.037526078,0.762207427,2.183758548,1.077797536,1.343940102,1.874771752,0.25159851,1.264332146,2.297814286,1.651257057,0.826267631,0.000654577,0.021514152,0.878385146,0.00015727,0.101729488,1.006701736
15,03ad30cc081d939dde16feeddf8522ae,0.14573952,0.687779338,0.403010514,0.19253001,0.625776096,0.3741708,0.066907166,0.165483764,0.007647124,0.620976955,0.040898039,0.471526787,2.335204452,0.553017569,1.357190349,1.867212928,0.248198494,1.444750363,2.253840033,1.445714331,0.827579384,0.000651315,0.016748766,0.856855936,0.000302852,0.100130531,0.781477675
15,bb87d14fc66daf5071d559f124ec088f,0.147668095,0.71575963,0.510050183,0.070571009,0.665631913,0.282326795,0.06893818,0.175564874,0.006721208,0.309342589,0.042781029,0.379113845,1.910056147,0.449040661,1.351219053,1.85271327,0.26082709,1.554153575,2.052645149,1.071479972,0.794651701,0.000644381,0.019061877,0.88345567,0.000309208,0.100601588,0.9728651
15,d4bc1e99864450668ade7a403a9d2b67,0.144720333,0.648792912,0.408319139,0.203012227,0.60457694,0.408962644,0.071250457,0.156486503,0.007656124,0.660180618,0.041687959,0.408265709,2.352216531,0.58875344,1.353241335,1.85956901,0.245049563,1.443899565,2.28700738,1.458336764,0.831932079,0.000692968,0.015591717,0.8386789,0.000317143,0.099614831,0.958030365
15,66320007646dec9264837401c6b44b8a,0.145196932,0.658510846,0.39941921,0.187575919,0.604349023,0.393596316,0.071055138,0.157531944,0.007549089,0.630676358,0.041288764,0.422387934,2.305088546,0.606038291,1.354616228,1.857330677,0.24594507,1.43808278,2.263069025,1.441146238,0.828512249,0.000685164,0.016155273,0.857601378,0.000302553,0.099570979,0.882023568
15,afb63aa172e5bc97b7c17ffb0d7b5c6e,0.155830779,0.554835454,0.450905517,0.12676773,0.63097586,0.387965239,0.085844775,0.151265657,0.008076315,0.599358124,0.042302146,0.511762409,2.123936172,0.973961059,1.327302149,1.85445347,0.259429529,1.351687824,2.25912907,1.307755459,0.828096347,0.000659495,0.017582364,0.766297755,0.000239649,0.10092173,1.126542839
15,ffbc30f9b4f5de596e69b0692ead788d,0.127160607,0.711175998,0.343844619,0.206571459,0.532030212,0.359638388,0.064394858,0.172251848,0.00599611,0.742078437,0.041952996,0.422513818,2.597512533,0.27329219,1.368238068,1.872468663,0.24762285,1.535606585,2.219450472,1.171072794,0.833460054,0.000585851,0.019375575,0.922555541,0.000491415,0.102111003,0.769520711
15,31a77d5d90f6c5f2754aa06515577675,0.148707553,0.596811031,0.507088408,0.140532845,0.577562778,0.388762052,0.078623748,0.16643742,0.007591778,0.696616175,0.041501969,0.512379935,2.365119069,0.82507543,1.34233723,1.872000319,0.263987684,1.387919167,2.204594544,1.120970196,0.838246174,0.00064798,0.019173858,0.787833303,0.000290813,0.102284001,1.09014264
15,2bd39576b6651a00ca5dbc4785e2a78c,0.145307761,0.659937366,0.401932272,0.18856587,0.604779096,0.392703257,0.071301835,0.158247863,0.007514041,0.632251045,0.041275655,0.420951306,2.316667835,0.613984352,1.355292781,1.858611817,0.246254881,1.43724894,2.264401382,1.437646176,0.828943933,0.000683767,0.015990469,0.857919135,0.000303828,0.099656076,0.869945742
15,41ab01fbbe828c979ada692ecadc2db4,0.157290108,0.778224204,0.38705813,0.114086496,0.776761938,0.288469452,0.067228997,0.174252529,0.007175361,0.610833087,0.037562977,0.965966498,2.097883949,1.233027937,1.341901776,1.867291479,0.259364812,1.404509289,2.211388255,1.562032587,0.813080808,0.000649857,0.021704033,0.801689996,0.000159921,0.105485476,1.161627938
15,be4d50d3a799b245c47a14b98f680d51,0.143349492,0.591207416,0.439596824,0.1756289,0.675091859,0.420932596,0.06746874,0.152382056,0.009038035,0.598144933,0.041995073,0.537161587,2.061461086,0.684811805,1.345489435,1.851025496,0.255530231,1.356722321,2.190185211,1.423573043,0.823360575,0.000609969,0.020922107,0.925825997,0.000196948,0.101919713,1.006374381
15,b2c6a0d69790cd223edbb68b7f3ff188,0.14817019,0.677547835,0.493351472,0.13598927,0.683616088,0.323352619,0.067575771,0.166630086,0.007367161,0.302760562,0.042378015,0.327670057,1.93753447,0.71689125,1.35171519,1.834546348,0.244410386,1.502452268,2.168597344,1.506438081,0.79477323,0.000727999,0.014442572,0.849985925,0.000197691,0.095796758,1.130031714
15,6b795779dd0b3496baeec099bb31e23d,0.158476504,0.545654622,0.440209087,0.075042267,0.639427482,0.395082587,0.0895999,0.158175666,0.007896903,0.608219435,0.0416586,0.555854314,2.009302649,1.102887979,1.326666233,1.854355178,0.261486429,1.291852048,2.256291351,1.344177512,0.823621976,0.000639845,0.019416272,0.771079492,0.000200672,0.099976718,1.094328015
15,7437002c0ddb515268959b217f36a38d,0.153307063,0.749220519,0.348153055,0.118942679,0.68637504,0.331726608,0.064106684,0.169957582,0.006759903,0.726472485,0.038497192,0.696236015,2.365978551,0.623662554,1.356623111,1.872762926,0.252762972,1.395667571,2.149874794,1.441098671,0.822706635,0.000662731,0.018277164,0.908148651,0.000285943,0.10342474,0.914296049
15,ca5b9603911d97bc86c734704fe5ee37,0.145049357,0.777853367,0.261661948,0.220717937,0.647859596,0.312310013,0.056473511,0.168015536,0.006660187,0.861184432,0.038685712,0.714654198,2.517131708,0.375457923,1.358002017,1.882445818,0.247741855,1.414953501,2.156800219,1.388325724,0.828100894,0.000666755,0.018572845,0.96332685,0.000366454,0.10468399,1.041894413
15,3515f744b02d2ecfac8d1cfccfc76de1,0.147037139,0.69494799,0.414204859,0.212191798,0.627118673,0.355800896,0.067381151,0.163496629,0.00739176,0.59477728,0.041124561,0.483658172,2.411467284,0.610926162,1.354013457,1.869501286,0.247911447,1.480739587,2.257985037,1.427907663,0.824747582,0.000681257,0.015753565,0.841335574,0.000318241,0.100634608,0.806338252
15,c3304d56d30467ff23561b2869b70b4d,0.153039785,0.581156799,0.48792646,0.178485436,0.673796071,0.41067602,0.079077855,0.153776486,0.008333909,0.649726693,0.043224328,0.527996611,2.081200611,0.513535552,1.333522924,1.872439583,0.267575537,1.40832519,2.161043972,1.099489189,0.829377256,0.000635116,0.017840857,0.832340945,0.000325041,0.104490071,1.029806951
15,52ad91609d26b7b88a270000e8bbfcbd,0.143409242,0.74645165,0.261560033,0.256603431,0.622653259,0.267844091,0.049148498,0.152095585,0.007267749,0.693792327,0.039104653,0.503941944,2.632474987,0.579158976,1.355949117,1.855575418,0.232234796,1.409991379,2.175401539,1.559909564,0.814694794,0.000754588,0.014412284,0.990490804,0.000243156,0.098395125,1.250001138
15,3de2325b18cb3da8668ead4652c73c38,0.143665686,0.659725832,0.402768916,0.183609831,0.606107324,0.390656002,0.069730852,0.160751919,0.007438616,0.63284198,0.041342935,0.430948326,2.3709642,0.647486149,1.356501806,1.855511427,0.245080614,1.445469553,2.262073399,1.445249664,0.828010866,0.000669671,0.016000755,0.859152617,0.000311699,0.099509103,0.964029482
15,bd9f5fb15308c881af4c79f85a7e02b8,0.145571474,0.728881097,0.456887577,0.147304928,0.642301129,0.328600281,0.069123022,0.172636074,0.006574169,0.467014876,0.041668745,0.502669083,2.191476924,0.739998374,1.350455714,1.860816988,0.254035792,1.54223131,2.214156944,1.309483523,0.815506794,0.000674866,0.017863704,0.793605769,0.000306838,0.101194421,1.032943419
15,780c598a9c45dba2d3c8cbe212ecc667,0.145774103,0.681066864,0.401262109,0.189801825,0.610187537,0.383321688,0.069975234,0.165156664,0.007348209,0.647224078,0.04079568,0.477534011,2.330833413,0.635014812,1.355435359,1.864634184,0.24674213,1.430397668,2.263536741,1.471821239,0.828488418,0.000657605,0.016771044,0.858032777,0.000299113,0.100001553,0.823847668
15,bdd8d8b9137986b01b98dbbbe58dd4a1,0.135578588,0.7897055,0.416815587,0.254046425,0.580143494,0.33436735,0.050757686,0.174327492,0.007747965,0.64688261,0.038669553,0.455824982,2.509114003,0.55432775,1.385859908,1.876937442,0.247094608,1.517389712,2.211085758,1.363353889,0.829109134,0.000625446,0.021561283,0.938735059,0.000319006,0.100374944,0.92568331
15,2fbd12f30ea3e93309a481f3f1cd5013,0.142477258,0.815875937,0.431466256,0.092026075,0.601744419,0.26725759,0.060515393,0.165755889,0.006558102,0.386366794,0.041501264,0.354700399,2.387598,0.407425406,1.371748728,1.862960936,0.257548413,1.690700912,2.109438407,0.97198344,0.807050147,0.000616526,0.018766709,0.939419196,0.000431816,0.103019954,0.773377649
15,02ec95ece56497402f2eb47c5fc276e6,0.143991928,0.634062274,0.41801597,0.216724859,0.593576984,0.406904182,0.070421273,0.157346656,0.007740413,0.670307915,0.041656138,0.417750494,2.394065926,0.578932501,1.352671326,1.860026369,0.24572296,1.424002644,2.279237595,1.439733644,0.833566584,0.000685593,0.015293453,0.846493405,0.000312039,0.099893109,0.969790081
15,de15822395be12481e9bf0795ee93c4a,0.148196175,0.68497737,0.466325381,0.180585099,0.644026264,0.348504091,0.076200383,0.158328315,0.007092237,0.614740752,0.042823858,0.53149316,2.40960177,0.489007369,1.344829899,1.883030676,0.262343302,1.594946218,2.211101868,1.036143314,0.831557082,0.000661599,0.013817351,0.779780894,0.000420881,0.106042805,0.874195244
