nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pBdmild,pBdmoderate,pBdover,pBpmild,pBpmoderate,pBpover,pBtmild,pBtmoderate,pBtover,pR,pT,rho,sageA15,sigma,theta,zeta
15,dd92f8ff8113f7bda6aa19e953a6ad41,0.154896088,0.718807384,0.410184026,0.120479514,0.713985678,0.309681477,0.068742319,0.169150915,0.006866534,0.633192351,0.039860608,0.690977602,2.229705857,0.714126183,1.345343809,1.865827622,0.257668406,1.432627214,2.133491045,1.334684077,0.813873143,0.000687637,0.016603297,0.862972351,0.00026737,0.103700844,1.131467428
15,9efc89bfe32820d3458ea200c2156f66,0.156347242,0.661401962,0.457538155,0.186316161,0.698930686,0.321666894,0.076226135,0.167194898,0.007373191,0.537481598,0.042776365,0.630271354,2.073995735,0.561289782,1.328496563,1.877820658,0.265098658,1.473148412,2.176389803,1.160169438,0.816406598,0.00065311,0.016177546,0.785208725,0.000344211,0.104262188,0.911188585
15,f7bae79b9d10721d9ea724f81d7446ed,0.138261508,0.668124259,0.498282398,0.197849852,0.612479497,0.383694027,0.067445574,0.165693339,0.007720568,0.484281767,0.043189939,0.425648514,2.094008339,0.454839734,1.352897133,1.866670078,0.261074357,1.548462154,2.193416843,1.14113346,0.824093748,0.000580235,0.021147413,0.846941293,0.000338888,0.103044804,0.83168451
15,f28d9243e9107a00eb71c6d5be1afc6d,0.148334472,0.678085552,0.407220856,0.190048672,0.624107839,0.379356764,0.067250334,0.164984883,0.00748541,0.624559333,0.040686093,0.471098584,2.314378094,0.534828139,1.358498413,1.868186269,0.248558805,1.445714402,2.258526967,1.458750714,0.828744551,0.000650488,0.016812346,0.858596692,0.0003005,0.100079578,0.786215926
15,f51cd916e45cb40d3d1ee52b32958646,0.138220106,0.741836266,0.441388482,0.216107303,0.581817075,0.360066889,0.0626692,0.174860148,0.006570267,0.52133227,0.041901214,0.348948242,2.298541739,0.320740904,1.36814509,1.866048283,0.24719239,1.570153644,2.22361399,1.327694568,0.824460746,0.000646247,0.017842338,0.851200184,0.000390422,0.0999663,0.793468512
15,397b41ec07a6441449df39bc96a1b2f2,0.150055169,0.693016782,0.285920981,0.06586042,0.622872043,0.412916994,0.070392223,0.167357235,0.007651092,1.056089966,0.03541931,0.659118264,2.523236321,0.883322896,1.371374048,1.88158228,0.244735901,1.220181822,2.282260309,1.622046121,0.849241954,0.000673778,0.022569128,0.897020283,0.00020188,0.101095992,1.220476762
15,abee4a7f785cfa58aeeb21e5b99355d6,0.146970663,0.557465866,0.419972867,0.175818294,0.581096336,0.435294974,0.080455164,0.149275311,0.008068523,0.694436973,0.042587394,0.373759228,2.329640026,0.772376358,1.338543019,1.849346095,0.247918008,1.360185843,2.29324529,1.39785135,0.835070647,0.000710516,0.01451303,0.818670386,0.00028773,0.098735634,1.146601387
15,7794b40418730d50ee1c94691af9178e,0.144632753,0.647889643,0.408952563,0.191193415,0.606481136,0.397609378,0.070947962,0.158996556,0.007668164,0.656777974,0.041453996,0.420415614,2.32928325,0.603581371,1.353290367,1.862080983,0.245879022,1.432292833,2.27399211,1.447094719,0.829149118,0.00068345,0.015513034,0.854041382,0.000306555,0.099554011,0.951041116
15,abc09db88aadd14c042bb8dc8d6a185e,0.148431978,0.681039763,0.403098959,0.192131842,0.622679176,0.379252982,0.067221601,0.164784511,0.007556988,0.623034478,0.04072106,0.473117021,2.326536335,0.540709063,1.35819478,1.867844355,0.248715901,1.442939856,2.259363688,1.461728744,0.828520129,0.000662451,0.016527434,0.861544553,0.000298015,0.100021172,0.822779895
15,01aca33427d4f0fca23b9803fb0f4eeb,0.1663052,0.755426474,0.364658352,0.074386467,0.854865941,0.24948827,0.065597467,0.171857248,0.007887781,0.531971549,0.038260395,0.876807434,1.896744593,0.877036734,1.341383041,1.855910343,0.256999532,1.350244108,2.056602991,1.529236358,0.785447141,0.00071128,0.017906723,0.957059941,0.000162602,0.103267661,1.136483802
15,2e25c84e6ecf85904cfefcd59a9611c7,0.148150946,0.689014199,0.410597007,0.204849627,0.634442318,0.356880811,0.067030192,0.164878781,0.007627334,0.588107653,0.041236656,0.480645133,2.325106086,0.554271437,1.353291054,1.862852274,0.248567935,1.478773923,2.247929089,1.416726697,0.825275828,0.000697425,0.015680594,0.839863247,0.000307488,0.100868279,0.930062
15,4398d12cf7eb85c1c77012ec37e4d233,0.143358571,0.672004974,0.385802548,0.186381408,0.601691288,0.385378127,0.06987938,0.163469964,0.007304244,0.635167627,0.041137232,0.453602971,2.325317062,0.60100707,1.356448743,1.862406631,0.24539599,1.433139905,2.258696662,1.457909581,0.827725412,0.000676572,0.016700423,0.861186823,0.000314282,0.099597648,0.869800539
15,a6adb178b4e880d54e31a856c05e54f0,0.160329932,0.729613894,0.329192198,0.221808276,0.821380811,0.331658269,0.061553163,0.154429997,0.008669849,0.762691769,0.038344024,0.835536976,2.174665695,0.58204306,1.345445611,1.866818835,0.248127871,1.332265759,2.127965878,1.624106653,0.810059111,0.000720885,0.015046186,0.969004667,0.000215913,0.105051404,1.132376149
15,2510d7397bfbbf867b2667ae578a4621,0.130824439,0.567771017,0.40507241,0.219631813,0.576927212,0.46514377,0.073456949,0.141128049,0.008226513,0.749950327,0.044138913,0.447411344,2.381852764,0.452538455,1.3420967,1.863206058,0.255836522,1.463729055,2.282965474,1.173776283,0.846523098,0.00056261,0.020550679,0.8676895,0.000380903,0.105278764,0.906790615
15,ccb2e1c90ffb35be502c7a7233e04c4f,0.137836553,0.663642295,0.43132128,0.196835402,0.541229753,0.42380037,0.065918895,0.166014473,0.007186885,0.650135028,0.041725463,0.268188277,2.375636183,0.3472695,1.367552477,1.862843079,0.24589409,1.458966916,2.244415002,1.349547521,0.834867773,0.000623746,0.01805023,0.885287838,0.000363775,0.098193751,0.763218941
15,bd3384125bf10f23b54b9ebf245292be,0.149940756,0.593275733,0.435404749,0.258835634,0.683436066,0.36911968,0.074191162,0.151012998,0.008938235,0.512767906,0.042036149,0.697550734,2.103161632,1.04298731,1.327029838,1.860999225,0.257049796,1.385638707,2.299158372,1.48685365,0.82170129,0.00059209,0.018888639,0.794237498,0.000218605,0.102541374,0.863286872
15,6e667619b6b41ca668567f95144a916b,0.163110557,0.708894704,0.399517419,0.148693515,0.870760757,0.323566575,0.071308812,0.147068089,0.008852933,0.612883024,0.040631919,0.808642901,1.951376152,0.681208912,1.333414537,1.863626185,0.260512474,1.444391646,2.121584479,1.356583918,0.801483358,0.000701511,0.015145244,0.905444551,0.000238967,0.107521942,1.225974474
15,74ac2a995f785c329007d1f229d2e0d3,0.15035189,0.737245384,0.396209632,0.164003182,0.685178388,0.322130309,0.062959416,0.169391286,0.007004406,0.690999745,0.039935457,0.596907328,2.367189491,0.394547685,1.357534486,1.868206554,0.251302959,1.451045996,2.101091977,1.325148583,0.816040315,0.000713099,0.014969154,0.937867963,0.000320952,0.103273369,1.031400043
15,8c206e3841f9aa6f3ff800b6e76583da,0.149824975,0.767159335,0.392798454,0.195459806,0.61113759,0.252103375,0.051196638,0.157901135,0.00807563,0.483381217,0.038664739,0.409043141,2.511651581,0.797154208,1.365880559,1.856615752,0.242473317,1.47227268,2.157658951,1.404540397,0.80967336,0.000730042,0.016484808,0.950528751,0.000190304,0.097313397,1.133176321
15,de40beee6bcbccf8f21fb753b2d7d5f4,0.148286109,0.721691051,0.37807756,0.148910766,0.637265093,0.274659872,0.056641167,0.171449089,0.008508913,0.514000284,0.038546398,0.438408585,2.145583354,0.80522146,1.364570578,1.860546791,0.249803448,1.340022317,2.147071331,1.380145223,0.804698655,0.000651085,0.025061797,0.965984573,0.000187204,0.096287696,1.185130547
15,f4242e25a5d81199c57b4cbf00c4cdd5,0.158868665,0.741696166,0.343992826,0.29342489,0.674576296,0.294351783,0.060071665,0.144655555,0.009733987,0.686480774,0.037349095,0.802780618,2.515306239,1.067527736,1.349284307,1.879313067,0.254910885,1.384571478,2.247586841,1.430830202,0.829666785,0.000655142,0.019147321,0.91344173,0.000177346,0.10509712,0.924888722
15,763a74e4b2ab1fdfbc089a0ac2ebe339,0.146410166,0.682211152,0.395155231,0.18854583,0.622265016,0.381437722,0.068446068,0.164136618,0.00747836,0.636269673,0.040801403,0.492319612,2.299892677,0.576116378,1.3552139,1.865597051,0.247321343,1.431897918,2.254736889,1.458247858,0.828417974,0.000642182,0.0165227,0.865172255,0.000298325,0.100153331,0.716892498
15,b0e28af5a665640059403a45ab50b177,0.149137274,0.641523215,0.532443186,0.216102837,0.641066485,0.35377784,0.077223802,0.163519965,0.007495289,0.466456033,0.044109239,0.465573066,2.094851289,0.547078492,1.334652702,1.874339656,0.265897941,1.556107949,2.210083334,1.059742347,0.823201384,0.000652307,0.016204612,0.742494989,0.000362871,0.103445129,0.911120615
15,d802fdc61cd506a3618aa5f8ed0faddc,0.144657124,0.694739391,0.428499253,0.200684166,0.633865668,0.372918291,0.065480143,0.160274312,0.007496429,0.595515826,0.040886087,0.48337627,2.370048456,0.662577914,1.353010229,1.865159264,0.249149244,1.481376538,2.257597256,1.421464717,0.82520257,0.000663474,0.016845456,0.812806122,0.000305291,0.100589848,0.972335055
15,ad5f7bd3210c562c7e3d0be8dfcc3873,0.145655638,0.577590402,0.416083352,0.213506514,0.570770933,0.431221149,0.077203156,0.151626712,0.0080489,0.707375035,0.042208097,0.373093245,2.375858008,0.633651805,1.346801833,1.859599081,0.246001426,1.385864021,2.302808845,1.424106777,0.839626944,0.000673706,0.014876061,0.828798512,0.000316676,0.099368796,0.970640654
15,d7e3e4968d90fe6d42c223cac5474c63,0.143529325,0.722631145,0.33765214,0.198362879,0.668639613,0.374783766,0.05871196,0.17595131,0.007789741,0.895865784,0.03689229,0.763821395,2.346255745,0.76015048,1.366639812,1.88309093,0.248127487,1.292378011,2.22937986,1.627319994,0.835827954,0.00064025,0.023419743,0.913483863,0.000200062,0.102285002,1.10567668
15,53fd917d07f8a2c802945e58dc9594f6,0.160867136,0.655180808,0.427468643,0.117371702,0.685075764,0.366100278,0.073533449,0.16562495,0.008235212,0.770128013,0.03723473,0.937118919,2.377411142,1.248200024,1.341067853,1.887975705,0.266895411,1.269937547,2.242259372,1.467633731,0.839570877,0.00059068,0.022578129,0.796442775,0.000140289,0.105424687,0.772095128
15,a14a9630f38d8ac10306e4060dc3fc26,0.147970583,0.707398371,0.470466894,0.195879281,0.650672776,0.297293462,0.067214321,0.172784394,0.007032003,0.398920054,0.04248659,0.456203067,2.033127165,0.380596207,1.348912778,1.865278879,0.258242157,1.526769415,2.11585478,1.183172553,0.805405746,0.000631688,0.017871427,0.864362328,0.000338828,0.101400494,0.769792413
15,9dabbfca433ee235a88f3c1adbf8d07c,0.136788996,0.624477727,0.476463268,0.465774633,0.656515862,0.409158391,0.058647846,0.166633371,0.008732735,0.625042172,0.042989113,0.663006219,2.170910104,0.567996157,1.33906973,1.879884256,0.253616973,1.420679687,2.290081429,1.519866812,0.834779684,0.000604343,0.018774511,0.798683255,0.000295014,0.102249376,0.902590975
15,5a8fe36aa4233f2a7e64807e43889834,0.145248966,0.699648854,0.419884658,0.178684115,0.631608839,0.379437394,0.065270881,0.165807075,0.007551897,0.700486356,0.040689862,0.391903102,2.356582869,0.35338941,1.366368112,1.860116793,0.244795005,1.455439524,2.165858462,1.364347288,0.823956652,0.000738618,0.014587366,0.924646063,0.000336487,0.10021389,1.172534725
15,831bac1c8f2fe5faf9f93daa1efa8f9c,0.126196635,0.563227433,0.527667942,0.315718491,0.627655646,0.422282008,0.060493179,0.135546812,0.009504878,0.351330495,0.046084968,0.341955062,2.213522346,0.539955199,1.342702497,1.827595533,0.248582529,1.557637075,2.216548459,1.323100843,0.815711102,0.00057567,0.016260437,0.943950044,0.000254526,0.101625171,0.779668683
15,f0ab3106a09ad807facef6c9e3255d4a,0.138510541,0.659753375,0.479077674,0.212454459,0.507504786,0.345240808,0.062189378,0.172609347,0.008635671,0.485226586,0.041095871,0.346272276,2.234453155,0.737017527,1.363041727,1.875158945,0.260337368,1.42177376,2.219889598,1.130701033,0.83057834,0.000577319,0.026323828,0.87467806,0.000263888,0.098106865,0.853716297
15,5f94aaf06372b01d5301fe001a096f20,0.147569154,0.682237724,0.398094467,0.188866706,0.621523686,0.373354918,0.068627175,0.163787002,0.007601009,0.631331439,0.040746013,0.487594975,2.30285429,0.573204735,1.356230353,1.867896654,0.247487594,1.438760695,2.250611328,1.45865715,0.827854835,0.000633653,0.016659377,0.862372263,0.000301677,0.100264908,0.743915588
15,b1d57b73ca41454495398ac77e6c5dc3,0.152604526,0.546504965,0.423968795,0.13748011,0.612346175,0.432656551,0.083345082,0.152569368,0.008335266,0.666486867,0.042183202,0.408952137,2.177333238,0.773843631,1.339488264,1.857085739,0.253073457,1.319840794,2.275519995,1.388264145,0.83292001,0.00066135,0.016481906,0.814727483,0.000258756,0.098922455,0.960014359
15,aefc05c2f08a11d953e4756eb9ac5e60,0.141041163,0.573702817,0.432849975,0.107898204,0.582755459,0.442681389,0.076626995,0.165705235,0.008690173,0.595092918,0.042040338,0.344143118,1.888688005,0.545061575,1.353228946,1.865582889,0.261122155,1.306143759,2.233257634,1.236529575,0.830904207,0.000539562,0.028714226,0.873840147,0.000285819,0.09942488,0.885472698
15,7c79184635a3e404e4e226441f1c34dc,0.150451631,0.720030751,0.446190656,0.270139517,0.629749419,0.323620165,0.05606141,0.164367343,0.009030803,0.503790695,0.039852069,0.516526778,2.232554057,0.64037867,1.359302624,1.875069858,0.254939824,1.430049285,2.178489828,1.349421395,0.819934704,0.000640951,0.020441665,0.912729033,0.000237714,0.100301369,0.830496045
15,9614663ce4d04fdd9478f162aab1279f,0.141111509,0.738082967,0.456549268,0.177066983,0.619070724,0.303299888,0.065442547,0.175198468,0.006577459,0.548163021,0.041605571,0.48495813,2.358195444,0.450369251,1.359027885,1.865259647,0.253608034,1.552540495,2.1363674,1.164754748,0.816203726,0.000672784,0.01663526,0.87824631,0.00037057,0.102515547,0.93473951
15,9da78fa78a43af8925d006ca0e932260,0.151857208,0.650716102,0.543647536,0.122105036,0.687403214,0.282083846,0.07758863,0.172291711,0.006827797,0.332292115,0.04411674,0.464745708,1.976069679,0.723172155,1.329273942,1.854073906,0.262932195,1.538748874,2.12000294,1.084539868,0.799316456,0.000702697,0.014141101,0.772097977,0.000280703,0.100650045,1.196006821
15,5358e7bbe833697f844cbe01994e4228,0.143245254,0.664514786,0.393498394,0.188954693,0.597457816,0.379833944,0.07009202,0.162558328,0.00720122,0.638886915,0.041251125,0.446242125,2.3781657,0.599140229,1.354858867,1.858205632,0.244848386,1.43518701,2.259328932,1.451920467,0.828230584,0.000685478,0.016336061,0.864835245,0.00031009,0.099656245,0.912315273
15,5d14f3557a9e37b58a7fb61e3b2540ba,0.145403929,0.668325691,0.461888697,0.23419956,0.675580875,0.352786981,0.074510816,0.156806814,0.007494982,0.452965171,0.044625007,0.405585706,2.005739912,0.409839223,1.337914353,1.854981511,0.25337648,1.583446748,2.215792417,1.221160373,0.811641342,0.000697068,0.01374046,0.805500484,0.000389754,0.102341772,1.12519663
15,b3cff8c56420ddcc5f75e01dbf238f48,0.144978894,0.63353402,0.419244414,0.213043814,0.59368017,0.408782958,0.070436343,0.156900105,0.007763565,0.658873614,0.041651653,0.425240836,2.406428521,0.578998136,1.352447473,1.861631943,0.246412395,1.419324705,2.27165291,1.429574377,0.834178212,0.000676668,0.015541331,0.851261786,0.000316792,0.099938569,0.873233635
15,163223c3d85a7cc1ae32a2be9c6ed143,0.148961085,0.63324818,0.475707593,0.154401495,0.621264077,0.377776432,0.074508661,0.166530904,0.00764395,0.544570203,0.042548518,0.398154311,2.049933129,0.43896356,1.349624675,1.865941499,0.260713374,1.44249605,2.170818859,1.184155836,0.822625893,0.000609635,0.019315782,0.854967641,0.0003237,0.100934255,0.78913017
15,30d2e846626b90c654ca60ae2f128536,0.140119704,0.692553892,0.386277816,0.22832479,0.633592123,0.452027763,0.058598395,0.156749814,0.008640988,0.697319664,0.039824168,0.456180002,2.192273721,0.357896365,1.374299334,1.867643618,0.245855946,1.403533633,2.230542983,1.567671059,0.833819926,0.000587823,0.021605988,0.965697225,0.000270943,0.101531285,0.746719185
15,1525de7f2bea3d1fd667347bfa41548c,0.156626537,0.811160063,0.435668972,0.079329094,0.808436678,0.254118789,0.061179129,0.174921654,0.006629048,0.372250281,0.040108378,0.608645756,1.905827853,0.648251566,1.354662116,1.846891757,0.248850037,1.538903374,2.066278913,1.498627647,0.783113154,0.00077728,0.014207705,0.900277844,0.000204206,0.100952092,1.284061745
15,850e88ef7ce455f2772a34a6cf34e8cc,0.153695273,0.679503038,0.45394258,0.157389649,0.66889752,0.369922205,0.07020784,0.170122313,0.007899676,0.618158828,0.040106441,0.663004831,2.095900468,0.68907383,1.349561358,1.881991075,0.264904066,1.397459559,2.194298696,1.321089674,0.828784239,0.000570913,0.022043555,0.839320128,0.000252765,0.103714469,0.676082781
15,1e26e2dac234f409a4c463d2ab0f1b11,0.142013745,0.664727006,0.460914128,0.151544423,0.644915439,0.379513146,0.069204922,0.164328584,0.007783188,0.425654513,0.042860557,0.428255966,1.920186461,0.508915522,1.351641581,1.856109659,0.258518514,1.498275557,2.173789756,1.260917956,0.814150249,0.000583693,0.022007636,0.881438587,0.000287481,0.101793206,0.828173577
15,7aa8ff0127a37a255f8e17c007df7c30,0.13614032,0.684424337,0.440017171,0.228061387,0.569071393,0.399179316,0.063131026,0.159871514,0.00736493,0.644364721,0.041902341,0.297473165,2.528458212,0.419544645,1.367710812,1.85951578,0.243575392,1.526974854,2.248277064,1.332976615,0.833915254,0.000688832,0.015445024,0.868874972,0.000367938,0.099735808,1.02425045
15,a62f99865cd65c67cee6302f4e10f0a2,0.156934468,0.647899897,0.233230063,0.192177564,0.775284372,0.364143771,0.075270754,0.127074728,0.009716516,0.754905732,0.040154491,0.683897153,2.24784719,0.817646733,1.334860873,1.844648151,0.245653184,1.33153627,2.267793835,1.523930045,0.813190085,0.000646096,0.01822825,0.97362399,0.000314609,0.104525479,1.080167759
15,729d10435bb462c6b150aee964c90483,0.157151741,0.630315267,0.447601198,0.195814063,0.656799913,0.343397285,0.079435991,0.15671568,0.007563733,0.637681184,0.042905686,0.588994672,2.25426434,0.426954805,1.328822554,1.880129335,0.266190455,1.459294452,2.154068117,1.042964083,0.826150001,0.000666112,0.014617935,0.814640904,0.000394451,0.105959342,0.838956927
15,2472fab8b5c28d44b45966a7f09a56bd,0.152215971,0.676208356,0.456579822,0.286942988,0.640740824,0.328185845,0.059867714,0.15228991,0.009489609,0.470877477,0.041193492,0.410552899,2.267379577,0.60617664,1.350998701,1.862276627,0.250366736,1.43790307,2.185523601,1.334874387,0.815901692,0.000696619,0.016282707,0.90789554,0.0002516,0.099093069,0.957844889
15,6329a73988381dca2122b16346ffa146,0.136153535,0.746394987,0.438872392,0.176617566,0.604109755,0.363685633,0.059922236,0.177373205,0.006379375,0.673286747,0.041027897,0.381239896,2.375882785,0.324840373,1.372444959,1.858329847,0.246436965,1.518524978,2.155828061,1.29816151,0.824196581,0.000708659,0.017638162,0.915154344,0.000365928,0.100561086,1.20398584
15,57951c573b449d0a3287b85e8c2fd922,0.147263909,0.68662963,0.414100753,0.203300343,0.636416424,0.359187521,0.067556938,0.163829482,0.007649217,0.578137135,0.041309858,0.490662983,2.317128632,0.585483923,1.35254974,1.8625732,0.249037053,1.48016536,2.255445868,1.415374197,0.824039161,0.00068982,0.015552646,0.840385618,0.000312953,0.10093988,0.870206452
15,41848ecaae3f55497c50b92b0ac4d2db,0.138722069,0.69081024,0.385494989,0.182578599,0.575739176,0.414447261,0.065061295,0.171158942,0.007113699,0.718221886,0.040476616,0.374206815,2.361378888,0.447315903,1.370001714,1.860362094,0.242882535,1.415183446,2.251029443,1.474204334,0.833641783,0.000657971,0.018405211,0.903902717,0.000320019,0.098655223,0.902051128
15,468be24681dc9b4f22009e059fe10564,0.141894984,0.734230677,0.330721106,0.126970526,0.585598113,0.428278885,0.06418295,0.167832779,0.007095335,0.7292132,0.03897102,0.437645066,2.236769988,0.335652805,1.379912098,1.876541637,0.247414625,1.417773218,2.236608018,1.491833606,0.836317145,0.000568026,0.023006842,0.93947875,0.000339152,0.10118529,0.636431538
15,3631d7bf0e0fa3c350200f52fd67ed2b,0.14120987,0.618464875,0.453782171,0.208648548,0.550656617,0.415215703,0.068952845,0.158540316,0.007750371,0.71312856,0.041999022,0.302878502,2.498299075,0.384692906,1.359583393,1.862204045,0.24718734,1.436550384,2.234893468,1.279600275,0.837411564,0.000671758,0.015227493,0.880194516,0.000365547,0.099367797,0.878551406
15,98dc317d49fec0aee6560bed8b99d468,0.144902515,0.690543815,0.27234308,0.154246782,0.631352079,0.342705165,0.0616304,0.151880772,0.007661072,0.696568326,0.040006814,0.400888198,2.351026471,0.475365565,1.358009488,1.852135563,0.238328268,1.364872895,2.190820105,1.483831582,0.816103877,0.000688785,0.018506159,0.990575391,0.000297065,0.098394507,1.128559031
15,b12d460a1cafea308a7a01053160f9f8,0.147106397,0.689930836,0.409235294,0.207068822,0.630259763,0.346696038,0.066977538,0.163581961,0.007517843,0.595092929,0.041109016,0.476673494,2.336765155,0.569648878,1.354075015,1.862994233,0.248406253,1.480944432,2.247862013,1.416402738,0.824079778,0.000677375,0.015801058,0.842283792,0.000310519,0.100558476,0.885175818
15,6b247777da6d0ca739df0a18dea6fd45,0.152524885,0.654710469,0.5477714,0.203194212,0.668367972,0.3352558,0.077934083,0.165684456,0.007396561,0.453259984,0.043698789,0.560502095,2.041422813,0.658307072,1.329889878,1.877117517,0.271219798,1.558978116,2.190257246,1.023622877,0.82095627,0.000643879,0.017258589,0.720399283,0.000342632,0.105008711,0.97175519
15,7206e0b2a22b9686b7cf8fef7eb11b03,0.146206417,0.744813494,0.446381524,0.237660746,0.657802418,0.347769386,0.064615192,0.167580972,0.007336541,0.562360331,0.040626521,0.598892918,2.271560496,0.620818404,1.355014043,1.875677586,0.252517823,1.53674479,2.25507128,1.418931512,0.825884757,0.000657898,0.017065821,0.803703165,0.00030816,0.103548928,0.840148655
15,46b0e24d47418c15fe389f317bf9dca2,0.146814244,0.688394067,0.417255046,0.198400697,0.633812087,0.359461379,0.066586513,0.162569159,0.007507239,0.580257503,0.041097226,0.490085213,2.350517419,0.589836982,1.351918603,1.862532508,0.249356682,1.484273016,2.249530654,1.409101023,0.823546114,0.000664509,0.016345923,0.826704692,0.000316759,0.101157486,0.882405548
15,b58296a784704420a5ae8c9779ba0b5d,0.145828217,0.683874373,0.33607504,0.272283937,0.676987293,0.317184296,0.062239045,0.160995772,0.007691575,0.589115,0.041520382,0.517222328,2.27382927,0.582086112,1.343121075,1.846698351,0.238587732,1.401326079,2.207722188,1.563135443,0.807341766,0.000730208,0.014441432,0.919808708,0.000316183,0.098268804,1.150763574
15,7be4e83816f55c302c6b833fa3cc381c,0.136956891,0.676732127,0.27843769,0.211574074,0.618871291,0.421320919,0.066347784,0.152089902,0.008417627,0.855874598,0.039434767,0.612638869,2.438173838,0.684203933,1.361542121,1.862267854,0.244821643,1.360284765,2.305309608,1.516779028,0.839048537,0.000574157,0.023111618,0.955949801,0.000332925,0.103461787,0.912282681
15,e050b0d504d59de263bdd7ac97d8eb33,0.128793691,0.62414542,0.53052995,0.305292451,0.633127692,0.428506418,0.053552795,0.155966207,0.009151738,0.511884095,0.043378841,0.463792505,2.179754839,0.377389928,1.357999117,1.859855999,0.255710603,1.496863436,2.169263926,1.319245521,0.827710498,0.000559164,0.021043823,0.942602395,0.000241047,0.103227551,0.789487339
15,b84a0d8e32b5983caab090dabe5d1d3b,0.129611916,0.697138536,0.343071031,0.366347125,0.566223816,0.368699454,0.051704603,0.154411661,0.008294533,0.735778764,0.040467711,0.398071575,2.583440247,0.385413247,1.370806669,1.865532835,0.235311163,1.445327704,2.254946312,1.497213974,0.833513847,0.000668311,0.017428096,0.970406714,0.000318524,0.09937918,1.023857662
15,7ada3cde1830549fc14e9a2955911af7,0.146780595,0.798972063,0.307142158,0.07676423,0.57070345,0.238289982,0.064670886,0.163449139,0.005941425,0.571652445,0.039963637,0.475166807,2.583816693,0.597506216,1.359848325,1.869180189,0.252970126,1.570918779,2.156057782,1.062399678,0.815833464,0.000658281,0.018517056,0.921282617,0.000413502,0.102587263,0.90010111
15,dc033bd647d1e984b69627e77c361a8f,0.154192265,0.610383231,0.530310574,0.165743393,0.674230999,0.362609782,0.082502339,0.15873696,0.007662249,0.473092795,0.043897198,0.538294936,2.005350046,0.830508899,1.323347635,1.866532915,0.268765772,1.499348178,2.222082165,1.105039587,0.821166849,0.000653846,0.017104995,0.712958873,0.000298188,0.103623682,1.137232507
15,9640d3fa10c98f54d1775bbae0d6a46f,0.143999659,0.589772566,0.388283992,0.164368749,0.633173483,0.414829877,0.081740931,0.142103661,0.007961611,0.702808718,0.043699671,0.539559091,2.305087051,0.658253096,1.329734359,1.865025025,0.260260634,1.461561092,2.285116472,1.142720644,0.837402902,0.000599973,0.0186217,0.809511241,0.000388602,0.105728221,0.982214081
15,bf3b970c0622b7a6ec41bf0314b9d4ac,0.150248587,0.812245387,0.374850879,0.166569225,0.653534839,0.281703638,0.051579572,0.177505206,0.00796585,0.403488879,0.037882311,0.462918465,2.034314226,0.639122488,1.376796254,1.863440422,0.247510498,1.428934157,2.151105639,1.531036496,0.801051857,0.000624894,0.024378961,0.969253594,0.000228974,0.097229661,0.845722275
15,8d8bfe0bbfe98ba86dd9f710e8a0da93,0.161824582,0.538145395,0.422498967,0.069064289,0.641192923,0.401668707,0.090498241,0.155148919,0.007955538,0.627958543,0.041715145,0.559615919,2.023641797,1.062520473,1.323034552,1.855679441,0.262806471,1.267514234,2.250780963,1.345263145,0.826519629,0.000647417,0.019541301,0.773285744,0.000211676,0.100461177,1.080242417
15,de2c5f50dd475626e5cefd8ac09fb062,0.159498634,0.65006604,0.2879864,0.159864532,0.705433788,0.323496545,0.088433473,0.126746147,0.009123137,0.968028165,0.040549241,0.735011732,2.74421488,0.858272209,1.331834408,1.883454304,0.263588086,1.463059903,2.278588627,0.894918695,0.836774622,0.000643999,0.015146692,0.868613936,0.000486585,0.110391683,1.13395494
15,d5a11f2afbe27df574d20cf376f82c2b,0.14763136,0.614394505,0.303234012,0.139113567,0.655099166,0.442765426,0.08281579,0.142391799,0.008784302,0.934837912,0.040490326,0.689808889,2.304684686,0.645187745,1.34279025,1.885383,0.262952724,1.348021695,2.304662956,1.195071512,0.848880212,0.000534212,0.024216076,0.867867426,0.000391068,0.108496065,0.890643729
15,8f547bb7b78d66f62b19daeac3344670,0.143954057,0.646234152,0.405344014,0.208870554,0.596398506,0.403121881,0.070787332,0.157154089,0.007611625,0.641058599,0.041616945,0.419365993,2.333204847,0.605706468,1.351461161,1.86088567,0.245047664,1.436999679,2.280946719,1.451095525,0.829593763,0.000683003,0.015344175,0.840974513,0.000316295,0.099680817,0.910480974
15,bea22794acd8c0d71d055f77aa034b82,0.136741812,0.655865179,0.410399653,0.259676375,0.555236578,0.439143009,0.067571757,0.155913256,0.007609546,0.770168023,0.041840241,0.313710975,2.565147687,0.402098042,1.364165247,1.860955642,0.240022069,1.471798932,2.29211687,1.419321923,0.842379793,0.000704676,0.013483,0.873753115,0.000370898,0.099672526,0.996115192
15,46535ff597bb1cfd85a2b55a46efedf9,0.144628319,0.677417479,0.392004439,0.193452461,0.604220146,0.376935679,0.070760364,0.165053712,0.00727879,0.646192575,0.040925201,0.456561713,2.310948093,0.605634936,1.355981492,1.862255312,0.245473567,1.437797558,2.264552694,1.457362521,0.829006179,0.000671817,0.017337514,0.856443498,0.00031289,0.099751855,0.915785676
