nhits,uid,chi,eta,j1A0,j2A0,j3A0,j4A0,kappa,muDc,muK,multiplier,omegaS0,pBdmild,pBdmoderate,pBdover,pBpmild,pBpmoderate,pBpover,pBtmild,pBtmoderate,pBtover,pR,pT,rho,sageA15,sigma,theta,zeta
15,f41c2f19a88e08a16e328ad2971eccda,0.159089327,0.736996867,0.280228046,0.02205829,0.71906547,0.355887571,0.068663043,0.158659632,0.008034077,1.020286002,0.034036877,0.951631579,2.700633767,1.275233852,1.362855145,1.87493269,0.249434913,1.255717751,2.250366226,1.659489426,0.84031413,0.000688042,0.019913293,0.917244323,0.00014971,0.105483373,1.173877722
15,b7454b848a15bf2988b95ed76247d12b,0.135619878,0.588418538,0.627184262,0.490079162,0.803153928,0.363654516,0.06245728,0.149454464,0.010532835,0.479733066,0.045289204,0.862788352,2.006526457,0.850880969,1.321333065,1.870983464,0.269857149,1.558365508,2.212065538,1.21015848,0.817769391,0.00060001,0.016695008,0.798235785,0.000195952,0.109310096,1.157691641
15,8c08f529acb65041e82793a754e5a12b,0.145122491,0.647514851,0.412635703,0.187043965,0.611376629,0.39795221,0.071626568,0.159016198,0.007704204,0.643814467,0.041403069,0.422971631,2.315358417,0.61373943,1.354613306,1.86153934,0.24627542,1.43162327,2.275228719,1.435531633,0.828419702,0.000688622,0.015803149,0.853102459,0.00030511,0.099594393,0.858970201
15,80c383372d9977b188a393f3d3c7984e,0.154725297,0.667056969,0.463710056,0.093763896,0.704089866,0.278252915,0.077608748,0.155324202,0.007175164,0.492304487,0.042383471,0.706242744,2.277081706,0.865412978,1.327908675,1.869883984,0.267723998,1.542828192,2.15686662,1.057066043,0.813466347,0.000639726,0.015173011,0.796932683,0.000293568,0.106579673,0.881935834
15,700e7902866a45ac2548eefc9de3babd,0.160008978,0.554866509,0.461808278,0.060415803,0.643983911,0.379452163,0.086482775,0.159485382,0.008101606,0.557796166,0.041664931,0.536795352,1.970966325,0.929195116,1.330605143,1.860282553,0.265114525,1.303152215,2.200538211,1.270951091,0.821204975,0.000620142,0.019723143,0.807155492,0.000202434,0.100270635,0.87322155
15,fe564ef1e5852d55682221ac3f08c7e2,0.145323672,0.684444634,0.396807321,0.19595937,0.607087155,0.38414789,0.069498085,0.164349367,0.00732148,0.646519992,0.040864572,0.475233665,2.333023024,0.640406244,1.35519549,1.865724026,0.246599107,1.431347253,2.265644604,1.468653393,0.828736673,0.000686238,0.016638982,0.856201702,0.000303423,0.099792959,0.864037802
15,4f01ec565f3356457244a63a63205ea9,0.143367014,0.666626985,0.399201572,0.189244573,0.606716739,0.386121064,0.070107491,0.161533794,0.007329337,0.638441858,0.041331879,0.445127262,2.37249471,0.643422467,1.356132895,1.855360112,0.245657966,1.437121686,2.265562479,1.44451735,0.828919949,0.000675259,0.016650776,0.864095624,0.000307964,0.099695575,0.932798931
15,3460aca9ef448bed01649075d968aab8,0.146231903,0.681051881,0.394796265,0.188229249,0.62276061,0.383140239,0.068487968,0.164480527,0.007512278,0.639879905,0.040832183,0.495673642,2.29789088,0.576980685,1.355291264,1.865486532,0.2472092,1.431635296,2.256994329,1.459537917,0.828195624,0.000635254,0.016565509,0.863369415,0.000298842,0.100080583,0.700415278
15,abcf6d21a8d2cf47dbe548461bf8f016,0.129725995,0.683527732,0.505827481,0.206760055,0.536006516,0.407126041,0.063699158,0.173341571,0.007344536,0.563889121,0.042138889,0.384863268,2.311762608,0.537006486,1.3668602,1.86916544,0.257610588,1.542585643,2.242055624,1.171721962,0.837620184,0.000555759,0.023732991,0.838293867,0.000344897,0.101908339,0.816000964
15,c554f15e5b1a77b08b2d46b47a5ecff9,0.148660564,0.728698448,0.426603106,0.219574266,0.59668145,0.289984832,0.060251061,0.152261696,0.007304996,0.497396174,0.041678421,0.448302508,2.537462681,0.561157795,1.347190973,1.86815865,0.252403826,1.568337002,2.178664691,1.179880541,0.822580819,0.00070087,0.013955776,0.852874075,0.00033075,0.102199065,0.939361404
15,b4231d2bbaaec46fd3bb4c25e9a0d43b,0.147856482,0.685219114,0.421234344,0.199850116,0.634758667,0.361405331,0.06717022,0.162647192,0.007661706,0.576805557,0.041249448,0.48836977,2.314669342,0.58746656,1.351950365,1.86322485,0.24919309,1.478166937,2.260435438,1.411428791,0.823558668,0.00067934,0.016077344,0.833810259,0.000310837,0.100891258,0.961469546
15,7c79184635a3e404e4e226441f1c34dc,0.150451631,0.720030751,0.446190656,0.270139517,0.629749419,0.323620165,0.05606141,0.164367343,0.009030803,0.503790695,0.039852069,0.516526778,2.232554057,0.64037867,1.359302624,1.875069858,0.254939824,1.430049285,2.178489828,1.349421395,0.819934704,0.000640951,0.020441665,0.912729033,0.000237714,0.100301369,0.830496045
15,50156b476962c565c882285731db904a,0.158350891,0.706692746,0.391672463,0.115670944,0.743646613,0.330745847,0.072860214,0.167852528,0.007568706,0.659406729,0.038581199,0.84633201,2.111774156,1.158886784,1.337383328,1.863555826,0.257321838,1.349845091,2.234870507,1.550476026,0.819085234,0.000664076,0.019993746,0.804805795,0.000170611,0.103815692,1.188891711
15,7f68da61d503afdfc8461589c9ed1cbc,0.147718297,0.682745692,0.406340907,0.186564784,0.619505085,0.375603282,0.067386561,0.164126218,0.007535546,0.63081817,0.040766856,0.475568172,2.311764277,0.552926323,1.358528361,1.867482384,0.248067869,1.442403489,2.258828671,1.457258746,0.828102095,0.000639188,0.016789985,0.858882584,0.000299908,0.100050492,0.725850616
15,7d8b870a06281ded08adfe8bfff3d65d,0.147524878,0.741365216,0.232964468,0.076713723,0.606591397,0.332522395,0.068874996,0.159259302,0.006301316,0.556910645,0.040469917,0.345373812,2.272103575,0.432185703,1.362517815,1.846251869,0.237706601,1.454801635,2.225747909,1.49705771,0.808359481,0.0006348,0.018443571,0.964170165,0.000419801,0.097728341,0.698237261
15,52ad91609d26b7b88a270000e8bbfcbd,0.143409242,0.74645165,0.261560033,0.256603431,0.622653259,0.267844091,0.049148498,0.152095585,0.007267749,0.693792327,0.039104653,0.503941944,2.632474987,0.579158976,1.355949117,1.855575418,0.232234796,1.409991379,2.175401539,1.559909564,0.814694794,0.000754588,0.014412284,0.990490804,0.000243156,0.098395125,1.250001138
15,92543457020b6101baccdd568838fe1f,0.139328091,0.529029986,0.357819429,0.071261841,0.680051439,0.473633664,0.083774377,0.119188217,0.010028274,0.635609096,0.044734877,0.430178616,2.004704792,0.4844265,1.334366388,1.839943278,0.262897992,1.418479354,2.229454068,1.051840098,0.825379735,0.000483925,0.025177342,0.981417824,0.000373432,0.107647539,0.850585359
15,402abf0dcc329fdd8832f6f61a8889d6,0.145601171,0.739206793,0.366183327,0.114496129,0.694354388,0.35921512,0.063865776,0.172312556,0.006951724,0.758882464,0.038137456,0.721074198,2.356721447,0.935554605,1.359426466,1.855940513,0.247943177,1.371042443,2.204304695,1.571670539,0.824190392,0.0006814,0.019766395,0.89267156,0.000203292,0.102223694,1.295630248
15,8f547bb7b78d66f62b19daeac3344670,0.143954057,0.646234152,0.405344014,0.208870554,0.596398506,0.403121881,0.070787332,0.157154089,0.007611625,0.641058599,0.041616945,0.419365993,2.333204847,0.605706468,1.351461161,1.86088567,0.245047664,1.436999679,2.280946719,1.451095525,0.829593763,0.000683003,0.015344175,0.840974513,0.000316295,0.099680817,0.910480974
15,aefc05c2f08a11d953e4756eb9ac5e60,0.141041163,0.573702817,0.432849975,0.107898204,0.582755459,0.442681389,0.076626995,0.165705235,0.008690173,0.595092918,0.042040338,0.344143118,1.888688005,0.545061575,1.353228946,1.865582889,0.261122155,1.306143759,2.233257634,1.236529575,0.830904207,0.000539562,0.028714226,0.873840147,0.000285819,0.09942488,0.885472698
15,2c217cde6d57a08b86c33f2168f3f133,0.157220544,0.660375001,0.428332072,0.166781283,0.799423181,0.387495921,0.073662319,0.141758278,0.008947598,0.619721151,0.042207631,0.587004983,1.964019362,0.481167635,1.337753512,1.858515594,0.256786082,1.457844954,2.153335839,1.319681627,0.811893527,0.000706502,0.014246412,0.89624529,0.000273035,0.105548118,1.235237784
15,15600bea7b24809a4d41c98acce20494,0.131197237,0.587675454,0.433342735,0.433665005,0.626792968,0.38164284,0.054947839,0.161888669,0.008739597,0.484611133,0.044037374,0.617829236,2.091771696,0.557001693,1.3311865,1.853851425,0.249926322,1.37831107,2.231035647,1.544335197,0.819563924,0.000560857,0.020861728,0.896783692,0.000251614,0.10062257,0.754636837
15,6e2668bade8286792819ba9999c44c5d,0.156524413,0.547732996,0.475930671,0.113102399,0.651797216,0.387548166,0.086272022,0.150330196,0.008274743,0.577392644,0.042578053,0.513033041,2.140732297,1.025758553,1.325118227,1.856654165,0.260697096,1.367505795,2.260745404,1.275141991,0.824944695,0.000681946,0.016187965,0.747473104,0.000226278,0.100991745,1.174743099
15,3ac93b78bf5d1e7a8fbe0181207499b0,0.153637331,0.672358183,0.419484361,0.123851557,0.642201428,0.306865655,0.075403964,0.16430708,0.006703028,0.650301558,0.04164367,0.549666529,2.401348996,0.534934858,1.340213733,1.86501496,0.258518096,1.457747974,2.120022864,1.099328859,0.819969876,0.000707175,0.014176773,0.859873348,0.000365799,0.103575715,1.055693165
15,4ffe3c50b2b02154d7cfc511865df615,0.14925378,0.662945136,0.193585148,0.084980088,0.66509888,0.441334288,0.079480258,0.128093918,0.00782982,1.006566079,0.039873464,0.585145653,2.613705597,0.540069302,1.348620985,1.856271442,0.242080867,1.380795012,2.299909014,1.428452915,0.842707727,0.00066606,0.015779023,0.95051199,0.00041741,0.10650912,1.089559366
15,d17dc678830900909d3e1426bdf44591,0.143760212,0.657409496,0.405799253,0.186511554,0.601607576,0.387653935,0.069943416,0.159144541,0.007486401,0.634044457,0.041280188,0.432292023,2.350440737,0.644193704,1.355743755,1.854993797,0.245529689,1.446048128,2.260510821,1.444726856,0.827850114,0.000655598,0.016158299,0.858720334,0.000312274,0.099551613,0.895553771
15,a6adb178b4e880d54e31a856c05e54f0,0.160329932,0.729613894,0.329192198,0.221808276,0.821380811,0.331658269,0.061553163,0.154429997,0.008669849,0.762691769,0.038344024,0.835536976,2.174665695,0.58204306,1.345445611,1.866818835,0.248127871,1.332265759,2.127965878,1.624106653,0.810059111,0.000720885,0.015046186,0.969004667,0.000215913,0.105051404,1.132376149
15,dc033bd647d1e984b69627e77c361a8f,0.154192265,0.610383231,0.530310574,0.165743393,0.674230999,0.362609782,0.082502339,0.15873696,0.007662249,0.473092795,0.043897198,0.538294936,2.005350046,0.830508899,1.323347635,1.866532915,0.268765772,1.499348178,2.222082165,1.105039587,0.821166849,0.000653846,0.017104995,0.712958873,0.000298188,0.103623682,1.137232507
15,505a4f652e7dca546939a4ed8860eefb,0.145187924,0.659188539,0.401177456,0.186969604,0.606497086,0.394557429,0.071121005,0.158173586,0.007548053,0.632126389,0.041259571,0.418973387,2.315929514,0.61049886,1.35570595,1.858925741,0.246229657,1.436142276,2.266402564,1.435698777,0.828524162,0.000686907,0.015916707,0.858440975,0.000302802,0.099642442,0.868036722
15,25ed6c54f07bace6cc27d7a838847445,0.153558854,0.63299854,0.369479447,0.160980735,0.641073753,0.417413299,0.07577709,0.166154903,0.008798863,0.672578994,0.038982913,0.531596752,1.902723492,0.767802177,1.354143271,1.880398831,0.25504773,1.249760491,2.306169353,1.560230996,0.833547248,0.00057907,0.025944171,0.820048308,0.000216744,0.09930873,0.92157077
15,cdcda7f3543bd63dc91c042f125978e0,0.142832863,0.666638946,0.398258729,0.188619606,0.60390037,0.382278768,0.070159954,0.161307374,0.007322422,0.641600217,0.041305237,0.448715297,2.37125955,0.645811972,1.35541452,1.855570862,0.245532434,1.435179877,2.265200124,1.448519434,0.829266905,0.000673293,0.016427769,0.863418725,0.000311816,0.099777754,0.913139534
15,e183c69473988b2a4bb0a450d42d6d25,0.144366524,0.698411177,0.428321059,0.203961766,0.634685534,0.37199403,0.065369674,0.160383635,0.007415259,0.591642383,0.040852604,0.478313324,2.350411141,0.659328336,1.352506861,1.864584239,0.24928118,1.48274113,2.263372312,1.42043186,0.826085624,0.000680143,0.017008303,0.814788624,0.000310328,0.10058065,1.053108555
15,a96e70b8f613c5cee066bf42a13c59fb,0.139714885,0.639067532,0.471722016,0.10732171,0.658229147,0.453133539,0.069502111,0.136132033,0.008951944,0.605153922,0.042664682,0.401842846,2.30955822,0.632801943,1.357861412,1.850943804,0.255054963,1.548700941,2.242943364,1.238470043,0.833353258,0.000619975,0.018146748,0.897968193,0.000284525,0.104807617,1.01207753
15,7206e0b2a22b9686b7cf8fef7eb11b03,0.146206417,0.744813494,0.446381524,0.237660746,0.657802418,0.347769386,0.064615192,0.167580972,0.007336541,0.562360331,0.040626521,0.598892918,2.271560496,0.620818404,1.355014043,1.875677586,0.252517823,1.53674479,2.25507128,1.418931512,0.825884757,0.000657898,0.017065821,0.803703165,0.00030816,0.103548928,0.840148655
15,c650551561f358be715805f9bdb51d58,0.143394407,0.721657784,0.312625142,0.096084716,0.634912515,0.420467947,0.06021391,0.153930827,0.007765928,0.880954176,0.037447898,0.612807527,2.671570166,0.736947881,1.374977826,1.867944676,0.243255593,1.381487652,2.24832087,1.582770314,0.842439105,0.000649356,0.019846642,0.960156078,0.000259294,0.102960857,0.929055436
15,135f9394e275985aff2fd11712888ea4,0.148984357,0.731773523,0.452308929,0.255358781,0.689266502,0.304968451,0.061463064,0.169771777,0.007391376,0.405132581,0.041839102,0.524623351,2.04615125,0.385610185,1.350746916,1.868282072,0.252850632,1.531696084,2.149004332,1.378455363,0.80561503,0.000638592,0.016048511,0.868125756,0.00031033,0.101386122,0.703178055
